Id,SalePrice
1461,122235.49
1462,150257.1
1463,189806.83
1464,181326.58
1465,182884.92
1466,177743.86
1467,172536.47
1468,170934.28
1469,188135.94
1470,124372.04
1471,196036.88
1472,101149.875
1473,101147.08
1474,158647.72
1475,139125.77
1476,345916.38
1477,258684.84
1478,293627.38
1479,186366.19
1480,499675.47
1481,281661.6
1482,212328.69
1483,168904.56
1484,177914.06
1485,166676.98
1486,194337.81
1487,300849.22
1488,252597.64
1489,207012.58
1490,198162.48
1491,182391.2
1492,68723.05
1493,171753.22
1494,289354.28
1495,315653.25
1496,217482.25
1497,183170.02
1498,176519.77
1499,174326.7
1500,162310.98
1501,200717.1
1502,172129.12
1503,286257.22
1504,219235.78
1505,214485.3
1506,186746.1
1507,218739.14
1508,215419.9
1509,159404.9
1510,151815.28
1511,140871.69
1512,143648.42
1513,163865.02
1514,165026.28
1515,187888.38
1516,194607.92
1517,148230.1
1518,137358.58
1519,221320.22
1520,136656.9
1521,137030.16
1522,170641.92
1523,108742.7
1524,118226.79
1525,124923.945
1526,128190.41
1527,112020.45
1528,135129.36
1529,144307.94
1530,147270.4
1531,109419.39
1532,98796.47
1533,141977.6
1534,124583.63
1535,161838.53
1536,110576.484
1537,59299.723
1538,200059.47
1539,214019.14
1540,122462.9
1541,160975.28
1542,158075.3
1543,212097.38
1544,77722.82
1545,117226.125
1546,141800.6
1547,145188.84
1548,143336.42
1549,127476.414
1550,155764.36
1551,123564.93
1552,167965.97
1553,150465.88
1554,124385.97
1555,176640.36
1556,107362.266
1557,100289.56
1558,101149.85
1559,116655.92
1560,155112.52
1561,141199.78
1562,131990.53
1563,129689.24
1564,158560.02
1565,150287.8
1566,220728.55
1567,80108.805
1568,234015.31
1569,165845.97
1570,123261.32
1571,129876.555
1572,142793.67
1573,226062.11
1574,87463.99
1575,214844.08
1576,223923.92
1577,200703.58
1578,156856.55
1579,138867.7
1580,198082.2
1581,138646.73
1582,135128.52
1583,327241.47
1584,233778.11
1585,141469.05
1586,86556.51
1587,100491.016
1588,134670.27
1589,101208.74
1590,133387.05
1591,105742.09
1592,108962.72
1593,139960.88
1594,120238.19
1595,124883.99
1596,253823.23
1597,201977.33
1598,196972.31
1599,166648.0
1600,172882.05
1601,63078.805
1602,116196.29
1603,78166.32
1604,265079.75
1605,222832.58
1606,165886.94
1607,152021.05
1608,210522.6
1609,197502.36
1610,159963.0
1611,145115.92
1612,156839.0
1613,166918.66
1614,125301.01
1615,81141.76
1616,79416.84
1617,96825.34
1618,132750.06
1619,132918.95
1620,186119.64
1621,145761.55
1622,138729.67
1623,346497.3
1624,217014.52
1625,129070.63
1626,180304.73
1627,195425.25
1628,286131.56
1629,181967.78
1630,362912.25
1631,224488.22
1632,261988.84
1633,165361.2
1634,186143.83
1635,179203.8
1636,158173.11
1637,198339.94
1638,191416.94
1639,178100.66
1640,269163.44
1641,189464.56
1642,212072.9
1643,215970.73
1644,222166.88
1645,169599.72
1646,159820.34
1647,167083.19
1648,135635.3
1649,136910.0
1650,130195.21
1651,119812.43
1652,101937.89
1653,102840.57
1654,152553.72
1655,154314.48
1656,160902.75
1657,163895.81
1658,158536.52
1659,143652.61
1660,152537.89
1661,530401.2
1662,437207.56
1663,350048.47
1664,406285.25
1665,303217.53
1666,297528.44
1667,337386.44
1668,328024.3
1669,298461.9
1670,315141.25
1671,248238.02
1672,476795.12
1673,288713.97
1674,268808.4
1675,184641.89
1676,183760.38
1677,213495.0
1678,436359.75
1679,385850.12
1680,305474.1
1681,259253.97
1682,295109.84
1683,179016.7
1684,166662.89
1685,172056.22
1686,167135.48
1687,163514.23
1688,187282.98
1689,188588.94
1690,185334.27
1691,172630.06
1692,255419.92
1693,165923.73
1694,191653.08
1695,164453.94
1696,269922.12
1697,161931.58
1698,394087.88
1699,322103.03
1700,225277.0
1701,252360.8
1702,269976.8
1703,254492.2
1704,304317.53
1705,237215.34
1706,468810.66
1707,222889.16
1708,212616.28
1709,278685.97
1710,212547.4
1711,240266.14
1712,190997.28
1713,230112.05
1714,218026.77
1715,207557.62
1716,193498.2
1717,187722.52
1718,131696.97
1719,185101.22
1720,256050.39
1721,174270.72
1722,127881.54
1723,159134.4
1724,209957.33
1725,242850.7
1726,192239.56
1727,161427.84
1728,178354.55
1729,170250.1
1730,167645.0
1731,126343.91
1732,133657.28
1733,124549.914
1734,127622.77
1735,132533.23
1736,120947.48
1737,370644.7
1738,193034.53
1739,310258.78
1740,214102.78
1741,183565.12
1742,193679.47
1743,194597.5
1744,294992.03
1745,220855.84
1746,222595.17
1747,228850.12
1748,227282.58
1749,150587.78
1750,123547.305
1751,234389.14
1752,120645.71
1753,139315.89
1754,215166.31
1755,163554.28
1756,126027.32
1757,124231.74
1758,155857.38
1759,182597.73
1760,162951.34
1761,151417.14
1762,162931.66
1763,167558.4
1764,116369.49
1765,166739.12
1766,167893.31
1767,213368.03
1768,136489.0
1769,171568.44
1770,142177.27
1771,126020.61
1772,145559.81
1773,150675.4
1774,140654.64
1775,136014.61
1776,147168.53
1777,123879.42
1778,140455.3
1779,117204.57
1780,184243.34
1781,132438.52
1782,89490.56
1783,128109.32
1784,106158.88
1785,108604.85
1786,174276.48
1787,176156.81
1788,43426.71
1789,86481.02
1790,93404.87
1791,151284.12
1792,152135.33
1793,150081.62
1794,154535.9
1795,138309.25
1796,107221.47
1797,104759.75
1798,122494.46
1799,121741.01
1800,121653.99
1801,127894.03
1802,154973.11
1803,157360.03
1804,142772.28
1805,139032.9
1806,118126.53
1807,155999.69
1808,113052.125
1809,129523.836
1810,149903.81
1811,107842.77
1812,113433.48
1813,135760.45
1814,101423.5
1815,61737.246
1816,99308.0
1817,127371.79
1818,128252.82
1819,121751.875
1820,84139.6
1821,114885.05
1822,149079.64
1823,39772.22
1824,126895.05
1825,132479.92
1826,104900.08
1827,111262.1
1828,145492.5
1829,77099.27
1830,172855.73
1831,192356.69
1832,115433.35
1833,145473.61
1834,117064.51
1835,134496.55
1836,120268.805
1837,91637.49
1838,151699.25
1839,96254.61
1840,172213.94
1841,143661.7
1842,87043.02
1843,149166.4
1844,136398.11
1845,144748.3
1846,150805.02
1847,154157.98
1848,51127.99
1849,93151.96
1850,122681.375
1851,150817.48
1852,120218.9
1853,132996.39
1854,179906.45
1855,152443.73
1856,226379.4
1857,177157.42
1858,144540.19
1859,130291.43
1860,161228.9
1861,131339.45
1862,287075.12
1863,272940.84
1864,272940.84
1865,311015.38
1866,309539.22
1867,238490.75
1868,295366.2
1869,194440.11
1870,252686.92
1871,223505.6
1872,168670.02
1873,235210.55
1874,140001.94
1875,205875.4
1876,188491.97
1877,203393.67
1878,211361.03
1879,136517.12
1880,139717.5
1881,211690.27
1882,240688.17
1883,194845.94
1884,201265.44
1885,243530.23
1886,284235.72
1887,200000.64
1888,266636.66
1889,161314.61
1890,131782.47
1891,143217.33
1892,121036.43
1893,129800.875
